Inicio_Faena;Inicio_Venta;Embarcacion;Marca_Motor;Modelo_Motor;Caballos_Motor;Origen;Origen_Latitud;Origen_Longuitud;Millas_Recorridas;Especie;Aparejo;Volumen_Kg;Talla_cm;Precio_Kg;Venta;Precio_Galon;Costo_Combustible;Ganancia
20 01 2021 13:28;20 01 2021 13:46;MI ROSITA;PARSUN;PARSUN T15BM;15;LA PAMPA;-9.02;-78.63;1.31;LORNA;CORTINA;180.00;24.00;2.00;360.00;6.21;0.410704583;359.59
21 01 2021 07:55;21 01 2021 08:15;OREJON;YAMAHA;YAMAHA E15DMH;15;CORCOVADO;-8.93;-78.68;14.25;CABRILLA; CORTINA;30.00;32.00;15.00;450.00;6.21;4.432101187;445.57
21 01 2021 07:10;21 01 2021 07:40;PAQUIRRI;BRIGGS STRATTON;BRIGGS STRATTON ZETA;16;CORCOVADO;-8.93;-78.68;14.25;CHITA BURRA; CORTINA;120.00;26.00;18.00;2160.00;6.21;4.452015771;2155.55
21 01 2021 05:55;21 01 2021 06:20;JEREMIAS;YAMAHA;YAMAHA E15DMH;15;CORCOVADO;-8.93;-78.68;14.25;COCO; CORTINA;90.00;38.00;14.00;1260.00;6.21;4.445377576;1255.55
21 01 2021 06:40;21 01 2021 07:00;LUCHITO;YAMAHA;YAMAHA E15DMH;15;CORCOVADO;-8.93;-78.68;14.25;COCO; CORTINA;90.00;38.00;14.00;1260.00;6.21;4.445377576;1255.55
21 01 2021 13:27;21 01 2021 13:45;MI ROSITA;PARSUN;PARSUN T15BM;15;LA PAMPA;-9.02;-78.63;1.31;LORNA; CORTINA;180.00;24.00;2.00;360.00;6.21;0.410704583;359.59
21 01 2021 13:35;21 01 2021 13:55;NOEMI;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;LORNA; CORTINA;120.00;24.00;2.00;240.00;6.21;0.40948346;239.59
22 01 2021 06:45;22 01 2021 07:10;JEREMIAS;YAMAHA;YAMAHA E15DMH;15;MOÑAQUE;-9.00;-78.65;4.36;COCO; CORTINA;30.00;38.00;14.00;420.00;6.21;1.355531186;418.64
22 01 2021 13:22;22 01 2021 13:40;MI ROSITA;PARSUN;PARSUN T15BM;15;LA PAMPA;-9.02;-78.63;1.31;LORNA; CORTINA;90.00;24.00;2.00;180.00;6.21;0.408872898;179.59
22 01 2021 13:43;22 01 2021 13:58;LUIS ALEXANDER;TOYOTA;TOYOTA;15;LA PAMPA;-9.02;-78.63;1.31;LORNA; CORTINA;60.00;24.00;2.00;120.00;6.21;0.408262336;119.59
23 01 2021 06:40;23 01 2021 07:10;PAQUIRRI;BRIGGS STRATTON;BRIGGS STRATTON ZETA;16;MOÑAQUE;-9.00;-78.65;4.36;COCO; CORTINA;60.00;38.00;14.00;840.00;6.21;1.357561437;838.64
23 01 2021 06:50;23 01 2021 07:10;LUCHITO;YAMAHA;YAMAHA E15DMH;15;MOÑAQUE;-9.00;-78.65;4.36;COCO; CORTINA;60.00;38.00;14.00;840.00;6.21;1.357561437;838.64
23 01 2021 14:17;23 01 2021 14:35;MI ROSITA;PARSUN;PARSUN T15BM;15;MOÑAQUE;-9.00;-78.65;4.36;LORNA; CORTINA;90.00;24.00;2.00;180.00;6.21;1.359591688;178.64
23 01 2021 14:35;23 01 2021 14:50;LUIS ALEXANDER;TOYOTA;TOYOTA;15;MOÑAQUE;-9.00;-78.65;4.36;LORNA; CORTINA;90.00;24.00;2.00;180.00;6.21;1.359591688;178.64
25 01 2021 12:50;25 01 2021 13:20;PAQUIRRI;BRIGGS STRATTON;BRIGGS STRATTON ZETA;16;CORCOVADO;-8.93;-78.68;14.25;COCO;CORTINA;30.00;39.00;14.00;420.00;6.21;4.432101187;415.57
27 01 2021 07:10;27 01 2021 07:40;PAQUIRRI;BRIGGS STRATTON;BRIGGS STRATTON ZETA;16;CORCOVADO;-8.93;-78.68;14.25;CHITA BURRA; CORTINA;30.00;24.00;16.00;480.00;6.25;4.460649343;475.54
27 01 2021 06:45;27 01 2021 07:10;JEREMIAS;YAMAHA;YAMAHA E15DMH;15;MOÑAQUE;-9.00;-78.65;4.36;COCO; CORTINA;30.00;38.00;14.00;420.00;6.25;1.364262465;418.64
28 01 2021 07:45;28 01 2021 08:15;PAQUIRRI;BRIGGS STRATTON;BRIGGS STRATTON ZETA;16;CORCOVADO;-8.93;-78.68;14.25;CABRILLA; CORTINA;30.00;32.00;15.00;450.00;6.25;4.460649343;445.54
28 01 2021 07:30;28 01 2021 07:50;LUCHITO;YAMAHA;YAMAHA E15DMH;15;CORCOVADO;-8.93;-78.68;14.25;CHITA BURRA; CORTINA;30.00;26.00;18.00;540.00;6.25;4.460649343;535.54
28 01 2021 06:55;28 01 2021 07:20;JEREMIAS;YAMAHA;YAMAHA E15DMH;15;CORCOVADO;-8.93;-78.68;14.25;COCO; CORTINA;30.00;38.00;14.00;420.00;6.25;4.460649343;415.54
28 01 2021 13:02;28 01 2021 13:20;MI ROSITA;PARSUN;PARSUN T15BM;15;MOÑAQUE;-9.00;-78.65;4.36;LORNA; CORTINA;180.00;24.00;2.00;360.00;6.25;1.374479109;358.63
28 01 2021 13:35;28 01 2021 13:50;LUIS ALEXANDER;TOYOTA;TOYOTA;15;MOÑAQUE;-9.00;-78.65;4.36;LORNA; CORTINA;120.00;24.00;2.00;240.00;6.25;1.370392451;238.63
29 01 2021 07:10;29 01 2021 07:30;LUCHITO;YAMAHA;YAMAHA E15DMH;15;CORCOVADO;-8.93;-78.68;14.25;CABRILLA; CORTINA;30.00;32.00;15.00;450.00;6.25;4.460649343;445.54
29 01 2021 07:40;29 01 2021 08:10;PAQUIRRI;BRIGGS STRATTON;BRIGGS STRATTON ZETA;16;CORCOVADO;-8.93;-78.68;14.25;CHITA BURRA; CORTINA;30.00;26.00;16.00;480.00;6.25;4.460649343;475.54
29 01 2021 06:35;29 01 2021 07:00;JEREMIAS;YAMAHA;YAMAHA E15DMH;15;CORCOVADO;-8.93;-78.68;14.25;COCO; CORTINA;60.00;38.00;14.00;840.00;6.25;4.467330296;835.53
29 01 2021 13:05;29 01 2021 13:23;MI ROSITA;PARSUN;PARSUN T15BM;15;MOÑAQUE;-9.00;-78.65;4.36;LORNA; CORTINA;180.00;24.00;2.00;360.00;6.25;1.374479109;358.63
29 01 2021 13:35;29 01 2021 13:50;LUIS ALEXANDER;TOYOTA;TOYOTA;15;MOÑAQUE;-9.00;-78.65;4.36;LORNA; CORTINA;120.00;24.00;2.00;240.00;6.25;1.370392451;238.63
29 01 2021 13:55;29 01 2021 14:20;MAYRA;YAMAHA;YAMAHA E15DMH;15;MOÑAQUE;-9.00;-78.65;4.36;LORNA; CORTINA;180.00;24.00;2.00;360.00;6.25;1.374479109;358.63
29 01 2021 14:30;29 01 2021 14:50;NOEMI;YAMAHA;YAMAHA E15DMH;15;MOÑAQUE;-9.00;-78.65;4.36;LORNA; CORTINA;150.00;24.00;2.00;300.00;6.25;1.37243578;298.63
30 01 2021 07:30;30 01 2021 07:50;LUCHITO;YAMAHA;YAMAHA E15DMH;15;CORCOVADO;-8.93;-78.68;14.25;CABRILLA; CORTINA;60.00;32.00;15.00;900.00;6.25;4.467330296;895.53
30 01 2021 08:00;30 01 2021 08:30;PAQUIRRI;BRIGGS STRATTON;BRIGGS STRATTON ZETA;16;CORCOVADO;-8.93;-78.68;14.25;CHITA BURRA; CORTINA;30.00;26.00;16.00;480.00;6.25;4.460649343;475.54
30 01 2021 06:55;30 01 2021 07:20;JEREMIAS;YAMAHA;YAMAHA E15DMH;15;CORCOVADO;-8.93;-78.68;14.25;COCO; CORTINA;150.00;38.00;14.00;2100.00;6.25;4.487373153;2095.51
30 01 2021 13:00;30 01 2021 13:20;NOEMI;YAMAHA;YAMAHA E15DMH;15;MOÑAQUE;-9.00;-78.65;4.36;LORNA; CORTINA;150.00;24.00;2.00;300.00;6.25;1.37243578;298.63
30 01 2021 13:32;30 01 2021 13:50;MI ROSITA;PARSUN;PARSUN T15BM;15;MOÑAQUE;-9.00;-78.65;4.36;LORNA; CORTINA;180.00;24.00;2.00;360.00;6.25;1.374479109;358.63
30 01 2021 13:50;30 01 2021 14:15;MAYRA;YAMAHA;YAMAHA E15DMH;15;MOÑAQUE;-9.00;-78.65;4.36;LORNA; CORTINA;120.00;24.00;2.00;240.00;6.25;1.370392451;238.63
01 02 2021 06:40;01 02 2021 07:10;PAQUIRRI;BRIGGS STRATTON;BRIGGS STRATTON ZETA;16;CORCOVADO;-8.93;-78.68;14.25;CABRILLA; CORTINA;60.00;32.00;15.00;900.00;6.25;4.467330296;895.53
01 02 2021 06:40;01 02 2021 07:00;LUCHITO;YAMAHA;YAMAHA E15DMH;15;CORCOVADO;-8.93;-78.68;14.25;COCO; CORTINA;90.00;38.00;14.00;1260.00;6.25;4.474011248;1255.53
01 02 2021 12:40;01 02 2021 13:00;OREJON;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;MACHETE; CORTINA;270.00;25.00;1.00;270.00;6.25;0.415193507;269.58
01 02 2021 12:50;01 02 2021 13:10;R. B.;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;MACHETE; CORTINA;240.00;25.00;1.00;240.00;6.25;0.414579013;239.59
01 02 2021 13:05;01 02 2021 13:25;RUBI;SUSUKI;SUSUKI DT25;25;MOÑAQUE;-9.00;-78.65;4.36;MACHETE; CORTINA;300.00;25.00;1.00;300.00;6.25;1.382652424;298.62
01 02 2021 13:25;01 02 2021 13:40;EL MOCHO;YAMAHA;YAMAHA E15DMH;15;MOÑAQUE;-9.00;-78.65;4.36;MACHETE; CORTINA;300.00;25.00;1.00;300.00;6.25;1.382652424;298.62
01 02 2021 13:35;01 02 2021 13:55;ESTEPHANY;YAMAHA;YAMAHA E15DMH;15;MOÑAQUE;-9.00;-78.65;4.36;MACHETE; CORTINA;330.00;25.00;1.00;330.00;6.25;1.384695752;328.62
01 02 2021 13:50;01 02 2021 14:10;JUAN PEDRO;NISSAN;NISSAN LD;25;LA PAMPA;-9.02;-78.63;1.31;MACHETE; CORTINA;270.00;25.00;1.00;270.00;6.25;0.415193507;269.58
01 02 2021 13:55;01 02 2021 14:20;JEREMIAS;YAMAHA;YAMAHA E15DMH;15;LA PAMPA;-9.02;-78.63;1.31;MACHETE; CORTINA;300.00;25.00;1.00;300.00;6.25;0.415808002;299.58
01 02 2021 14:20;01 02 2021 14:40;ARIANITA;BRIGGS STRATTON;BRIGGS STRATTON ZETA;16;MOÑAQUE;-9.00;-78.65;4.36;MACHETE; CORTINA;330.00;25.00;1.00;330.00;6.25;1.384695752;328.62
01 02 2021 14:40;01 02 2021 15:00;SABINA;LISTER;LISTER TR;90;MOÑAQUE;-9.00;-78.65;4.36;MACHETE; CORTINA;360.00;25.00;1.00;360.00;6.25;1.386739081;358.61
02 02 2021 07:10;02 02 2021 07:30;LUCHITO;YAMAHA;YAMAHA E15DMH;15;CORCOVADO;-8.93;-78.68;14.25;CABRILLA; CORTINA;30.00;32.00;15.00;450.00;6.4;4.567704927;445.43
02 02 2021 06:45;02 02 2021 07:10;JEREMIAS;YAMAHA;YAMAHA E15DMH;15;CORCOVADO;-8.93;-78.68;14.25;COCO; CORTINA;30.00;38.00;14.00;420.00;6.4;4.567704927;415.43
02 02 2021 13:12;02 02 2021 13:30;MI ROSITA;PARSUN;PARSUN T15BM;15;MOÑAQUE;-9.00;-78.65;4.36;LORNA; CORTINA;150.00;24.00;2.00;300.00;6.4;1.405374239;298.59
02 02 2021 13:35;02 02 2021 13:50;LUIS ALEXANDER;TOYOTA;TOYOTA;15;MOÑAQUE;-9.00;-78.65;4.36;LORNA; CORTINA;120.00;24.00;2.00;240.00;6.4;1.40328187;238.60
02 02 2021 13:55;02 02 2021 14:20;MAYRA;YAMAHA;YAMAHA E15DMH;15;MOÑAQUE;-9.00;-78.65;4.36;LORNA; CORTINA;180.00;24.00;2.00;360.00;6.4;1.407466608;358.59
02 02 2021 14:15;02 02 2021 14:35;SABINA;LISTER;LISTER TR;90;LA PAMPA;-9.02;-78.63;1.31;MACHETE; CORTINA;240.00;25.00;1.00;240.00;6.4;0.424528909;239.58
02 02 2021 14:35;02 02 2021 14:55;JUAN PEDRO;NISSAN;NISSAN LD;25;LA PAMPA;-9.02;-78.63;1.31;MACHETE; CORTINA;180.00;25.00;1.00;180.00;6.4;0.423270424;179.58
02 02 2021 15:00;02 02 2021 15:20;RUBI;SUSUKI;SUSUKI DT25;25;MOÑAQUE;-9.00;-78.65;4.36;MACHETE; CORTINA;210.00;25.00;1.00;210.00;6.4;1.409558976;208.59
03 02 2021 06:55;03 02 2021 07:20;JEREMIAS;YAMAHA;YAMAHA E15DMH;15;CORCOVADO;-8.93;-78.68;14.25;COCO; CORTINA;30.00;38.00;14.00;420.00;6.4;4.567704927;415.43
03 02 2021 12:50;03 02 2021 13:05;LUIS ALEXANDER;TOYOTA;TOYOTA;15;MOÑAQUE;-9.00;-78.65;4.36;LORNA; CORTINA;150.00;24.00;2.00;300.00;6.4;1.405374239;298.59
03 02 2021 13:05;03 02 2021 13:25;NOEMI;YAMAHA;YAMAHA E15DMH;15;MOÑAQUE;-9.00;-78.65;4.36;LORNA; CORTINA;150.00;24.00;2.00;300.00;6.4;1.405374239;298.59
03 02 2021 13:35;03 02 2021 14:00;MAYRA;YAMAHA;YAMAHA E15DMH;15;MOÑAQUE;-9.00;-78.65;4.36;LORNA; CORTINA;150.00;24.00;2.00;300.00;6.4;1.405374239;298.59
04 02 2021 07:40;04 02 2021 08:10;PAQUIRRI;BRIGGS STRATTON;BRIGGS STRATTON ZETA;16;CORCOVADO;-8.93;-78.68;14.25;CHITA BURRA; CORTINA;90.00;26.00;16.00;1440.00;6.4;4.581387518;1435.42
04 02 2021 06:55;04 02 2021 07:15;LUCHITO;YAMAHA;YAMAHA E15DMH;15;CORCOVADO;-8.93;-78.68;14.25;COCO; CORTINA;90.00;38.00;14.00;1260.00;6.4;4.581387518;1255.42
04 02 2021 11:45;04 02 2021 12:05;NOEMI;YAMAHA;YAMAHA E15DMH;15;MOÑAQUE;-9.00;-78.65;4.36;LORNA; CORTINA;150.00;24.00;2.00;300.00;6.4;1.405374239;298.59
04 02 2021 12:05;04 02 2021 12:20;NANCY;PANTHER;PANTHER 190F;10;MOÑAQUE;-9.00;-78.65;4.36;LORNA; CORTINA;180.00;24.00;2.00;360.00;6.4;1.407466608;358.59
04 02 2021 12:42;04 02 2021 13:00;MI ROSITA;PARSUN;PARSUN T15BM;15;MOÑAQUE;-9.00;-78.65;4.36;LORNA; CORTINA;180.00;24.00;2.00;360.00;6.4;1.407466608;358.59
04 02 2021 13:15;04 02 2021 13:30;LUIS ALEXANDER;TOYOTA;TOYOTA;15;MOÑAQUE;-9.00;-78.65;4.36;LORNA; CORTINA;120.00;24.00;2.00;240.00;6.4;1.40328187;238.60
05 02 2021 12:57;05 02 2021 13:15;MI ROSITA;PARSUN;PARSUN T15BM;15;MOÑAQUE;-9.00;-78.65;4.36;LORNA; CORTINA;180.00;24.00;2.00;360.00;6.4;1.407466608;358.59
05 02 2021 13:15;05 02 2021 13:30;LUIS ALEXANDER;TOYOTA;TOYOTA;15;MOÑAQUE;-9.00;-78.65;4.36;LORNA; CORTINA;210.00;24.00;2.00;420.00;6.4;1.409558976;418.59
05 02 2021 13:30;05 02 2021 13:55;MAYRA;YAMAHA;YAMAHA E15DMH;15;MOÑAQUE;-9.00;-78.65;4.36;LORNA; CORTINA;210.00;24.00;2.00;420.00;6.4;1.409558976;418.59
06 02 2021 08:00;06 02 2021 08:30;PAQUIRRI;BRIGGS STRATTON;BRIGGS STRATTON ZETA;16;CORCOVADO;-8.93;-78.68;14.25;CHITA BURRA; CORTINA;90.00;26.00;16.00;1440.00;6.4;4.581387518;1435.42
06 02 2021 06:55;06 02 2021 07:20;JEREMIAS;YAMAHA;YAMAHA E15DMH;15;CORCOVADO;-8.93;-78.68;14.25;COCO; CORTINA;120.00;38.00;14.00;1680.00;6.4;4.588228814;1675.41
06 02 2021 13:00;06 02 2021 13:20;NOEMI;YAMAHA;YAMAHA E15DMH;15;MOÑAQUE;-9.00;-78.65;4.36;LORNA; CORTINA;150.00;24.00;2.00;300.00;6.4;1.405374239;298.59
06 02 2021 13:32;06 02 2021 13:50;MI ROSITA;PARSUN;PARSUN T15BM;15;MOÑAQUE;-9.00;-78.65;4.36;LORNA; CORTINA;210.00;24.00;2.00;420.00;6.4;1.409558976;418.59
06 02 2021 13:50;06 02 2021 14:15;MAYRA;YAMAHA;YAMAHA E15DMH;15;MOÑAQUE;-9.00;-78.65;4.36;LORNA; CORTINA;180.00;24.00;2.00;360.00;6.4;1.407466608;358.59
06 02 2021 14:20;06 02 2021 14:35;LUIS ALEXANDER;TOYOTA;TOYOTA;15;MOÑAQUE;-9.00;-78.65;4.36;LORNA; CORTINA;150.00;24.00;2.00;300.00;6.4;1.405374239;298.59
06 02 2021 08:30;06 02 2021 08:50;EL NEGRO;YAMAHA;YAMAHA E15DMH;15;CORCOVADO;-8.93;-78.68;14.25;MISHO; CORTINA;30.00;26.00;5.00;150.00;6.4;4.567704927;145.43
08 02 2021 13:12;08 02 2021 13:30;MI ROSITA;PARSUN;PARSUN T15BM;15;MOÑAQUE;-9.00;-78.65;4.36;LORNA; CORTINA;180.00;24.00;2.00;360.00;6.4;1.407466608;358.59
08 02 2021 13:40;08 02 2021 13:55;LUIS ALEXANDER;TOYOTA;TOYOTA;15;MOÑAQUE;-9.00;-78.65;4.36;LORNA; CORTINA;210.00;24.00;2.00;420.00;6.4;1.409558976;418.59
08 02 2021 13:50;08 02 2021 14:15;MAYRA;YAMAHA;YAMAHA E15DMH;15;MOÑAQUE;-9.00;-78.65;4.36;LORNA; CORTINA;120.00;24.00;2.00;240.00;6.4;1.40328187;238.60
09 02 2021 07:40;09 02 2021 08:10;PAQUIRRI;BRIGGS STRATTON;BRIGGS STRATTON ZETA;16;CORCOVADO;-8.93;-78.68;14.25;CHITA BURRA; CORTINA;30.00;26.00;16.00;480.00;6.55;4.674760511;475.33
09 02 2021 06:55;09 02 2021 07:20;JEREMIAS;YAMAHA;YAMAHA E15DMH;15;CORCOVADO;-8.93;-78.68;14.25;COCO; CORTINA;180.00;38.00;14.00;2520.00;6.55;4.709768703;2515.29
09 02 2021 08:40;09 02 2021 09:00;RUBI;SUSUKI;SUSUKI DT25;25;CORCOVADO;-8.93;-78.68;14.25;LISA; CORTINA;90.00;29.00;5.00;450.00;6.55;4.688763788;445.31
09 02 2021 13:02;09 02 2021 13:20;MI ROSITA;PARSUN;PARSUN T15BM;15;MOÑAQUE;-9.00;-78.65;4.36;LORNA; CORTINA;180.00;24.00;2.00;360.00;6.55;1.440454106;358.56
09 02 2021 13:25;09 02 2021 13:40;LUIS ALEXANDER;TOYOTA;TOYOTA;15;MOÑAQUE;-9.00;-78.65;4.36;LORNA; CORTINA;240.00;24.00;2.00;480.00;6.55;1.444736923;478.56
09 02 2021 13:45;09 02 2021 14:10;MAYRA;YAMAHA;YAMAHA E15DMH;15;MOÑAQUE;-9.00;-78.65;4.36;LORNA; CORTINA;180.00;24.00;2.00;360.00;6.55;1.440454106;358.56
10 02 2021 08:40;10 02 2021 09:00;RUBI;SUSUKI;SUSUKI DT25;25;CORCOVADO;-8.93;-78.68;14.25;LISA; CORTINA;120.00;29.00;5.00;600.00;6.55;4.695765426;595.30
10 02 2021 12:57;10 02 2021 13:15;MI ROSITA;PARSUN;PARSUN T15BM;15;MOÑAQUE;-9.00;-78.65;4.36;LORNA; CORTINA;180.00;24.00;2.00;360.00;6.55;1.440454106;358.56
10 02 2021 13:25;10 02 2021 13:40;LUIS ALEXANDER;TOYOTA;TOYOTA;15;MOÑAQUE;-9.00;-78.65;4.36;LORNA; CORTINA;150.00;24.00;2.00;300.00;6.55;1.438312698;298.56
10 02 2021 13:45;10 02 2021 14:10;MAYRA;YAMAHA;YAMAHA E15DMH;15;MOÑAQUE;-9.00;-78.65;4.36;LORNA; CORTINA;180.00;24.00;2.00;360.00;6.55;1.440454106;358.56
10 02 2021 14:00;10 02 2021 14:20;NOEMI;YAMAHA;YAMAHA E15DMH;15;MOÑAQUE;-9.00;-78.65;4.36;LORNA; CORTINA;150.00;24.00;2.00;300.00;6.55;1.438312698;298.56
10 02 2021 14:25;10 02 2021 14:45;SABINA;LISTER;LISTER TR;90;MOÑAQUE;-9.00;-78.65;4.36;LORNA; CORTINA;150.00;24.00;2.00;300.00;6.55;1.438312698;298.56
11 02 2021 09:20;11 02 2021 09:40;R. B.;YAMAHA;YAMAHA E15DMH;15;CORCOVADO;-8.93;-78.68;14.25;COCO; CORTINA;30.00;29.00;14.00;420.00;6.55;4.674760511;415.33
11 02 2021 08:40;11 02 2021 09:00;RUBI;SUSUKI;SUSUKI DT25;25;CORCOVADO;-8.93;-78.68;14.25;LISA; CORTINA;120.00;29.00;5.00;600.00;6.55;4.695765426;595.30
11 02 2021 12:40;11 02 2021 13:05;JEREMIAS;YAMAHA;YAMAHA E15DMH;15;CORCOVADO;-8.93;-78.68;14.25;LORNA; CORTINA;240.00;25.00;2.00;480.00;6.55;4.72377198;475.28
11 02 2021 13:00;11 02 2021 13:20;JUAN PEDRO;NISSAN;NISSAN LD;25;CORCOVADO;-8.93;-78.68;14.25;LORNA; CORTINA;180.00;25.00;2.00;360.00;6.55;4.709768703;355.29
11 02 2021 13:15;11 02 2021 13:35;LUCHITO;YAMAHA;YAMAHA E15DMH;15;CORCOVADO;-8.93;-78.68;14.25;LORNA; CORTINA;180.00;25.00;2.00;360.00;6.55;4.709768703;355.29
11 02 2021 13:25;11 02 2021 13:50;MI PAUL;YAMAHA;YAMAHA E15DMH;15;CORCOVADO;-8.93;-78.68;14.25;LORNA; CORTINA;240.00;25.00;2.00;480.00;6.55;4.72377198;475.28
11 02 2021 14:05;11 02 2021 14:25;ARIANITA;BRIGGS STRATTON;BRIGGS STRATTON ZETA;16;CORCOVADO;-8.93;-78.68;14.25;LORNA; CORTINA;180.00;25.00;2.00;360.00;6.55;4.709768703;355.29
12 02 2021 08:10;12 02 2021 08:30;LUCHITO;YAMAHA;YAMAHA E15DMH;15;CORCOVADO;-8.93;-78.68;14.25;CHITA BURRA; CORTINA;60.00;26.00;16.00;960.00;6.55;4.68176215;955.32
12 02 2021 07:22;12 02 2021 07:40;MI ROSITA;PARSUN;PARSUN T15BM;15;CORCOVADO;-8.93;-78.68;14.25;COCO; CORTINA;90.00;38.00;14.00;1260.00;6.55;4.688763788;1255.31
12 02 2021 08:40;12 02 2021 09:00;OREJON;YAMAHA;YAMAHA E15DMH;15;ISLA BLANCA;-9.10;-78.62;11.36;CONGRIO; CORTINA;30.00;55.00;14.00;420.00;6.55;3.726259334;416.27
12 02 2021 13:07;12 02 2021 13:25;IKER;YAMAHA;YAMAHA E15DMH;15;CORCOVADO;-8.93;-78.68;14.25;LORNA; CORTINA;90.00;23.00;2.00;180.00;6.55;4.688763788;175.31
12 02 2021 13:30;12 02 2021 13:50;OREJON;YAMAHA;YAMAHA E15DMH;15;CORCOVADO;-8.93;-78.68;14.25;LORNA; CORTINA;120.00;23.00;2.00;240.00;6.55;4.695765426;235.30
12 02 2021 14:05;12 02 2021 14:20;LUIS ALEXANDER;TOYOTA;TOYOTA;15;CORCOVADO;-8.93;-78.68;14.25;LORNA; CORTINA;90.00;23.00;2.00;180.00;6.55;4.688763788;175.31
12 02 2021 07:50;12 02 2021 08:10;NOEMI;YAMAHA;YAMAHA E15DMH;15;CORCOVADO;-8.93;-78.68;14.25;PINTADILLA; CORTINA;30.00;20.00;12.00;360.00;6.55;4.674760511;355.33
13 02 2021 08:30;13 02 2021 08:50;RUBI;SUSUKI;SUSUKI DT25;25;CORCOVADO;-8.93;-78.68;14.25;LISA; CORTINA;60.00;29.00;5.00;300.00;6.55;4.68176215;295.32
13 02 2021 12:52;13 02 2021 13:10;MI ROSITA;PARSUN;PARSUN T15BM;15;MOÑAQUE;-9.00;-78.65;4.36;LORNA; CORTINA;120.00;24.00;2.00;240.00;6.55;1.436171289;238.56
13 02 2021 13:15;13 02 2021 13:30;LUIS ALEXANDER;TOYOTA;TOYOTA;15;MOÑAQUE;-9.00;-78.65;4.36;LORNA; CORTINA;120.00;24.00;2.00;240.00;6.55;1.436171289;238.56
15 02 2021 08:20;15 02 2021 08:40;LUCHITO;YAMAHA;YAMAHA E15DMH;15;CORCOVADO;-8.93;-78.68;14.25;CHITA BURRA; CORTINA;30.00;26.00;16.00;480.00;6.55;4.674760511;475.33
15 02 2021 07:20;15 02 2021 07:40;R. B.;YAMAHA;YAMAHA E15DMH;15;CORCOVADO;-8.93;-78.68;14.25;COCO; CORTINA;60.00;38.00;14.00;840.00;6.55;4.68176215;835.32
15 02 2021 07:55;15 02 2021 08:15;OREJON;YAMAHA;YAMAHA E15DMH;15;ISLA BLANCA;-9.10;-78.62;11.36;CONGRIO; CORTINA;30.00;55.00;14.00;420.00;6.55;3.726259334;416.27
15 02 2021 12:45;15 02 2021 13:10;MI PAUL;YAMAHA;YAMAHA E15DMH;15;CORCOVADO;-8.93;-78.68;14.25;LORNA; CORTINA;120.00;25.00;2.00;240.00;6.55;4.695765426;235.30
15 02 2021 13:00;15 02 2021 13:25;JEREMIAS;YAMAHA;YAMAHA E15DMH;15;CORCOVADO;-8.93;-78.68;14.25;LORNA; CORTINA;120.00;25.00;2.00;240.00;6.55;4.695765426;235.30
15 02 2021 13:40;15 02 2021 13:55;LUIS ALEXANDER;TOYOTA;TOYOTA;15;CORCOVADO;-8.93;-78.68;14.25;LORNA; CORTINA;120.00;25.00;2.00;240.00;6.55;4.695765426;235.30
16 02 2021 12:41;16 02 2021 13:01;OREJON;YAMAHA;YAMAHA E15DMH;15;CORCOVADO;-8.93;-78.68;14.25;LORNA; CORTINA;150.00;25.00;2.00;300.00;6.85;4.918160976;295.08
16 02 2021 12:55;16 02 2021 13:15;JUAN PEDRO;NISSAN;NISSAN LD;25;CORCOVADO;-8.93;-78.68;14.25;LORNA; CORTINA;180.00;25.00;2.00;360.00;6.85;4.9254833;355.07
16 02 2021 13:25;16 02 2021 13:40;LUIS ALEXANDER;TOYOTA;TOYOTA;15;CORCOVADO;-8.93;-78.68;14.25;LORNA; CORTINA;150.00;25.00;2.00;300.00;6.85;4.918160976;295.08
16 02 2021 13:47;16 02 2021 14:05;MI ROSITA;PARSUN;PARSUN T15BM;15;CORCOVADO;-8.93;-78.68;14.25;LORNA; CORTINA;120.00;25.00;2.00;240.00;6.85;4.910838652;235.09
16 02 2021 14:05;16 02 2021 14:25;ARIANITA;BRIGGS STRATTON;BRIGGS STRATTON ZETA;16;CORCOVADO;-8.93;-78.68;14.25;LORNA; CORTINA;120.00;25.00;2.00;240.00;6.85;4.910838652;235.09
17 02 2021 07:10;17 02 2021 07:30;RUBI;SUSUKI;SUSUKI DT25;25;CORCOVADO;-8.93;-78.68;14.25;LISA; CORTINA;180.00;29.00;5.00;900.00;6.85;4.9254833;895.07
17 02 2021 07:25;17 02 2021 07:50;JEREMIAS;YAMAHA;YAMAHA E15DMH;15;CORCOVADO;-8.93;-78.68;14.25;LISA; CORTINA;180.00;29.00;5.00;900.00;6.85;4.9254833;895.07
17 02 2021 12:42;17 02 2021 13:00;MI ROSITA;PARSUN;PARSUN T15BM;15;MOÑAQUE;-9.00;-78.65;4.36;LORNA; CORTINA;150.00;25.00;2.00;300.00;6.85;1.504189615;298.50
17 02 2021 13:05;17 02 2021 13:20;LUIS ALEXANDER;TOYOTA;TOYOTA;15;MOÑAQUE;-9.00;-78.65;4.36;LORNA; CORTINA;180.00;25.00;2.00;360.00;6.85;1.506429103;358.49
